Srno,TranslatedRecipeName,Cuisine,Course,Diet,Average_Resell_Price
4218,No Bake Fudge Brownies Recipe,Continental,Dessert,Vegetarian,50
4219,Udupi Style Pelakai Teepe Dose Recipe (Halasina Hanina Dose Recipe),Udupi,Snack,Vegetarian,30
4221,No Bake White Chocolate Cheesecake Recipe,Continental,Dessert,Vegetarian,50
4224,Thai Basil Chicken Recipe-Pad Krapow Gai,Thai,Appetizer,Non Vegeterian,62
4225,Masoor Dal Makhani Recipe - Masoor Dal Makhani Recipe,North Indian Recipes,Lunch,High Protein Vegetarian,77
4226,Snow Drop Cookies Recipe,Indian,Snack,Vegetarian,30
4227,Roasted Cherry Tomato Soup Recipe,Continental,Appetizer,Vegetarian,50
4229,Kaju Pista Roll Recipe - Cashew Nut Pistachio Fudge,North Indian Recipes,Dessert,Vegetarian,50
4231,Kathiawadi Dhokli Nu Shaak Recipe,Gujarati Recipes?,Lunch,Vegetarian,70
4232,Chocolate Chip Scone Recipe,Continental,Snack,Eggetarian,34
4236, Garlic Chickpeas And Spinach Curry (Recipe In Hindi),Middle Eastern,Dinner,High Protein Vegetarian,165
4239,Eggless Date And Cashew Cake Recipe,Continental,Dessert,Vegan,57
4241,Doodhibhoplyacha Bharit Recipe - Maharashtrian Style Lauki Bharta,Maharashtrian Recipes,Lunch,Vegetarian,70
4242,Cabbage Carrot Onion Pudina Thepla Recipe,Indian,Lunch,Vegetarian,70
4243, Kolhapuri Palak Egg Curry Recipe,North Indian Recipes,Lunch,Eggetarian,80
4244,Cabbage Capsicum Sabzi Recipe - Simla Mirch Patta Gobi Sabzi,North Indian Recipes,Main Course,No Onion No Garlic (Sattvic),100
4245,Spinach Ricotta Stuffed Ravioli Recipe Tossed In Cheesy Pumpkin Sauce,Italian Recipes,Main Course,Vegetarian,100
4246,Doodh Dudhi Recipe- Bottle Gourd In Milk Curry,Indian,Lunch,Diabetic Friendly,80
4248,Beetroot & Sesame Thepla Recipe,North Indian Recipes,Side Dish,Vegetarian,20
4249,Capsicum Usili Recipe (Tamil Nadu Style Capsicum cooked with lentils spice mix),Tamil Nadu,Lunch,Vegetarian,70
4250,Kathirikai Sundakkai Vathal Kuzhambu Recipe,Chettinad,Lunch,Vegetarian,70
4252,Andhra Style Makka Garelu Recipe - Andhra Style Makka Garelu Recipe,Andhra,Snack,Vegetarian,30
4255,Mutton Keema Recipe,North Indian Recipes,Dinner,Non Vegeterian,187
4256,Kesar Elaichi Shrikand Recipe,Indian,Dessert,Vegetarian,50
4258,Dappalam Recipe- Andhra Vegetable Stew Recipe,Andhra,Lunch,Vegetarian,70
4259, White Chickpeas In Spicy Gravy (Recipe In Hindi),Punjabi,Dinner,High Protein Vegetarian,165
4260,Spinach Corn Pasta Recipe In Creamy White Sauce,Italian Recipes,Dinner,Vegetarian,150
4261,Coriander Mint Chicken Tikka Recipe - Dhaniya Pudina Chicken Tikka Recipe,North Indian Recipes,Appetizer,High Protein Non Vegetarian,67
4262,Palak Tovve Recipe - Palak Tovve Recipe,South Indian Recipes,Side Dish,High Protein Vegetarian,22
4264,Udupi Style Huli Podi Recipe (Sambar Powder),Udupi,Snack,Vegetarian,30
4265,Cheesy Sweet Corn Grilled Sandwich Recipe,Continental,World Breakfast,Vegetarian,40
4267,Yellow Pumpkin Pulao Recipe,Indian,Lunch,Vegetarian,70
4268,Eggless Coffee Souffle Recipe With Chocolate Sauce,French,Dessert,Vegetarian,50
4271,Oats and Green Moong Dal Dahi Vada Recipe,North Indian Recipes,Snack,Vegetarian,30
4272,Rajasthani Hare Chana Halwa Recipe (Cholia Halwa),Rajasthani,Dessert,Vegetarian,50
4274,Hyderabadi Marag Recipe,Hyderabadi,Lunch,Non Vegeterian,87
4275,Pan Fried Corn & Cheese Bites Recipe -Corn & Paneer Balls,Continental,Snack,Vegetarian,30
4278,Potato & Basil Frittata Recipe,Italian Recipes,World Breakfast,Eggetarian,46
4279,Churma Ladoo Recipe With Badam & Flaxseed - High Protein Snack,Rajasthani,Dessert,High Protein Vegetarian,55
4280,Suran Jo Kheemo Recipe-Sindhi Style Grated Yam Sabzi,Sindhi,Lunch,Vegetarian,70
4281,Lentil Tabbouleh Recipe (Middle Eastern Vegetarian Salad With Lentils),Middle Eastern,Side Dish,High Protein Vegetarian,22
4282,Double Chocolate Coconut Fudge Recipe,Continental,Dessert,Vegetarian,50
4283,Pepe Chingri Recipe - Green Papaya Prawn Curry Recipe,Bengali Recipes,Lunch,Non Vegeterian,87
4285,Makai Dhokla Recipe - Savoury Steamed Corn Cake,Gujarati Recipes?,Snack,High Protein Vegetarian,33
4287,Maharashtrian Dinkache Ladoo Recipe (Whole Wheat Flour Truffles With Edible Gum & Dry Fruits),Maharashtrian Recipes,Snack,Vegetarian,30
4288,Wheat Paratha Recipe With Pizza Topping,Indian,Main Course,Vegetarian,100
4289,Mysore Masala Dosa Made With Yeast Dosa Batter,Karnataka,South Indian Breakfast,Vegetarian,40
4290,Matar Chi Usal Recipe - Green Peas In A Onion Tomato Gravy,Maharashtrian Recipes,Lunch,Vegetarian,70
4291,Omurice Recipe - Japanese Omelette Rice,Japanese,World Breakfast,High Protein Non Vegetarian,54
4292,Sriracha Spiced Deviled Eggs Recipe,Japanese,Dinner,Eggetarian,172
4294,Strawberry Bundt Cake with Muesli and Oats Recipe,Continental,Dessert,Eggetarian,57
4297,Beetroot Garlic Lemon Rasam Recipe,South Indian Recipes,Lunch,Vegetarian,70
4300,Oriya Hour Tarkari Recipe - Oriya Style Mixed Vegetables Curry (Recipe In Hindi),Oriya Recipes,Lunch,Vegetarian,70
4301, Spicy Matar Masala (Recipe In Hindi),Indian,Dinner,Vegetarian,150
4302,Cucumber / Cucumber Fry Recipe - Tindora Fry,South Indian Recipes,Side Dish,No Onion No Garlic (Sattvic),20
4303, Lucknowi Singhade Ki Kachori (Recipe In Hindi),Indian,Snack,Vegetarian,30
4304,Egg Roast Masala Dosa Recipe - With Moong Dal Dosa Batter,South Indian Recipes,South Indian Breakfast,Eggetarian,46
4305,Spiced Chocolate And Beetroot Tea Cake Recipe,Continental,Snack,Vegetarian,30
4306,Hariyali Chicken Tikka Wrap Recipe,North Indian Recipes,Snack,High Protein Non Vegetarian,40
4307,Khandeshi Dal Recipe,Maharashtrian Recipes,Lunch,High Protein Vegetarian,77
4308,Brinjal Prawns Masala Curry Recipe - Baingan Prawn Masala,Indian,Lunch,Non Vegeterian,87
4310,Awadhi Style Taheri Recipe - Vegetable Rice Pulao Recipe,Awadhi,Lunch,Vegetarian,70
4311,Oats and Rajma Cutlet Recipe,North Indian Recipes,Snack,High Protein Vegetarian,33
4313,Caramelised Onion Rosemary Chicken Recipe,Continental,Main Course,High Protein Non Vegetarian,135
4314,Chicken Keema Samosa Recipe,Indian,Appetizer,Non Vegeterian,62
4315,Beetroot Cupcakes Recipe With Oreo Frosting,Continental,Dessert,Eggetarian,57
4318, Chutney Chilli Cheese Toast (Recipe In Hindi),Indian,Snack,Vegetarian,30
4320,Buckwheat Vegetable Khichdi Recipe,Indian,Lunch,Vegetarian,70
4322,Idly chat recipe,Fusion,Snack,Vegetarian,30
4323,Bruschetta With Coriander Mint Pesto And Red Bell Peppers Recipe,Italian Recipes,Appetizer,Vegetarian,50
4324,Palak Kadhi Recipe - Spinach Kadhi,Rajasthani,Lunch,Vegetarian,70
4328,Restaurant Style Chicken 555 Recipe,Indian,Appetizer,High Protein Non Vegetarian,67
4330,Kerala Tomato Fry Recipe - Kerala Tomato Fry Recipe,Kerala Recipes,Dinner,Vegetarian,150
4332,Classic Hummus Recipe - Classic Homemade Hummus Recipe With Lemon And Coriander,Middle Eastern,Side Dish,High Protein Vegetarian,22
4333,Dum Ke Shami Kebab Recipe,North Indian Recipes,Appetizer,Non Vegeterian,62
4334,Meat Masala Stuffed Bharwa Baingan Recipe,Indian,Lunch,Vegetarian,70
4337,Steam Hilsa Recipe (SateAmed Hilsa),Bengali Recipes,Dinner,High Protein Non Vegetarian,202
4338,Onion Pakora Roll Recipe,Indian,Snack,Vegetarian,30
4339,Banarasi Cabbage Vegetable Recipe - Chocolate Flower Cooked with Nigella,Uttar Pradesh,Side Dish,Vegetarian,20
4340,Pudina Chutney Recipe,North Indian Recipes,Side Dish,Vegetarian,20
4341,Makka Cholam Sundal Recipe (Spicy Sweet Corn Recipe),South Indian Recipes,Side Dish,Vegetarian,20
4342, Tamil Nadu Style Capsicum With Lentils Spice Mix (Recipe In Hindi),Tamil Nadu,Lunch,Vegetarian,70
4344,Mullangi Poriyal recipe - South Indian Style Radish Stir Fry,South Indian Recipes,Lunch,Vegetarian,70
4345,Anhui Bang Tofu Salad Recipe,Chinese,Side Dish,Vegetarian,20
4346,Red Wine Chocolate Cake Recipe,Continental,Dessert,Eggetarian,57
4347,Jaipuri Potato Onion Vegetable Recipe - Jaipuri Aloo Pyaz Ki Sabzi (Recipe In Hindi),Rajasthani,Lunch,Vegetarian,70
4348,Tagliatelle Pasta Recipe With Fresh Tomato Basil Sauce,Italian Recipes,Main Course,Vegetarian,100
4349,One Pot Vegetable Biryani Recipe In Preethi Electric Pressure Cooker,Tamil Nadu,Lunch,Vegetarian,70
4350,Fada Ni Khichdi Recipe,Gujarati Recipes?,Lunch,Vegetarian,70
4352,Lavand-E-Murgh Recipe - Afghani Chicken In Yoghurt Gravy,Afghan,Dinner,High Protein Non Vegetarian,202
4354,Raw Mango Dal Fry Recipe - Raw Mango Dal Fry Recipe,North Indian Recipes,Side Dish,High Protein Vegetarian,22
4355, Mixed Vegetable Idli Upma Recipe,South Indian Recipes,South Indian Breakfast,Vegetarian,40
4356,Mixed Vegetable Curry Roll Recipe,Indian,Snack,Vegetarian,30
4357,Cheese Crackers Recipe,Continental,Snack,Vegetarian,30
4359,Mango Jalapeno Bruschetta Recipe,Italian Recipes,Appetizer,Vegetarian,50
4360,Kallu Knockout Recipe (Sprouted Horse Gram Wright Recipe),Tamil Nadu,Side Dish,Diabetic Friendly,23
4361,Homemade Pan Pizza With Perfectly Crispy Crust Recipe,Italian Recipes,Lunch,Vegetarian,70
4363,Horsegram Sesame Chutney Recipe,Tamil Nadu,South Indian Breakfast,High Protein Vegetarian,44
4365,Kerala Style Rich Creamy Egg Cashew Curry Recipe,Kerala Recipes,Dinner,Eggetarian,172
4369,Egg Bhurji Stuffed Pita Pockets Recipe,Fusion,Snack,Eggetarian,34
4373,Almond Butter Recipe,Continental,Vegan,Eggetarian,51
4375,Yellow Cucumber Pachadi Recipe,South Indian Recipes,Side Dish,Vegetarian,20
4376,Goan style Caril De Camarao Recipe (Prawn Curry Recipe),Goan Recipes,Lunch,Non Vegeterian,87
4377,Tamil Nadu Style Masala Dal Vada Recipe,South Indian Recipes,Snack,High Protein Vegetarian,33
4378,Sticky Cranberry Gingerbread Recipe,Continental,Dessert,Eggetarian,57
4380,Paruppu Thogayal Recipe -Tour & Bengal Gram Chutney,South Indian Recipes,Side Dish,Vegetarian,20
4381,Mushroom Do Pyaza Recipe,North Indian Recipes,Lunch,Vegetarian,70
4384,Buttermilk Cinnamon Rolls Recipe,Continental,World Breakfast,Vegetarian,40
4389,Pumpkin Spice Curry Recipe - Andhra Style Pumpkin Curry,South Indian Recipes,Lunch,Diabetic Friendly,80
4390,Dark Chocolate Cream Jars Recipe,French,Dessert,Vegetarian,50
4392,Spicy and Creamy Achari Mushroom Open Toast Recipe,Continental,World Breakfast,Vegetarian,40
4393,Mango Greek Yogurt Cheesecake with Muesli Crumble Recipe,Continental,Dessert,Sugar Free Diet,57
4394,Mumbai Style Tawa Pulao Recipe With Moong Sprouts,Maharashtrian Recipes,Lunch,Vegetarian,70
4395,Healthy Creamy Chicken Soup With Vegetables Recipe,Continental,Appetizer,Non Vegeterian,62
4396,Gujarati Valsadi Vada Recipe - Multigran Masala Vada,Gujarati Recipes?,Snack,Vegetarian,30
4397,Maharashtrian Tindora Sabzi With Peanuts Recipe,Maharashtrian Recipes,Side Dish,Diabetic Friendly,23
4401,Goan Soya Mince Potato Chop Recipe,Goan Recipes,Appetizer,Vegetarian,50
4402,Chickpea Salad Recipe With Raw Mango,Indian,Appetizer,High Protein Vegetarian,55
4403,Kerala Style Beetroot Pachadi Recipe,Indian,Side Dish,Vegetarian,20
4404,Bitter gourd spice vegetable recipe,Bengali Recipes,Lunch,Vegetarian,70
4409,Foxtail Millet Podi Dosa Recipe,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,46
4410,Chow Chow Vegetable Recipe - Chow Chow Poriyal,South Indian Recipes,Lunch,Vegetarian,70
4411,Bhaja Pithe Recipe,Bengali Recipes,Dessert,Vegetarian,50
4412,Saag Tofu Recipe (Tofu Simmered in Spiced Mustard & Spinach Leaves),North Indian Recipes,Lunch,High Protein Vegetarian,77
4413,Himachali Chana Madra Recipe (Himachali Chana Madra),Himachal,Lunch,High Protein Vegetarian,77
4414,Vietnamese Lemongrass Shrimp Skewers Recipe,Vietnamese,Appetizer,Non Vegeterian,62
4415,Classic Indian Sliced Salad Recipe,Indian,Side Dish,Vegetarian,20
4416,Goan Kaju Curry Recipe (Spicy Goan Cashew Nut Curry),Goan Recipes,Lunch,Vegetarian,70
4417,Summer Squash Pasta Recipe,Italian Recipes,Dinner,Vegetarian,150
4418,Mexican Beans Salad Recipe,Mexican,Side Dish,Vegetarian,20
4419,Chettinad Paruppu Urundai Kuzhambu (Steamed Lentil Balls Cooked in a Tangy Curry) Recipe,South Indian Recipes,Lunch,Vegetarian,70
4420,Hilsa Oil Soup Recipe - Bengali Hills Fish Curry,Bengali Recipes,Dinner,High Protein Non Vegetarian,202
4422,Spinach And Corn Pasta Salad In Jar Recipe,Italian Recipes,Lunch,Vegetarian,70
4423,Kaacha Gola Recipe (Bengali Sweet Cottage Cheese Balls),Bengali Recipes,Dessert,Vegetarian,50
4424,Assamese Style Walking Catfish In Curry Leaf Gravy Recipe,Assamese,Side Dish,Non Vegeterian,25
4425,Khumb Kakuri Potli Kebab Recipe With Sandwich Spread,North Indian Recipes,Appetizer,Vegetarian,50
4426,Bajra Khincha recipe,Rajasthani,Lunch,Diabetic Friendly,80
4428,Capsicum Curry (Recipe),North Indian Recipes,Dinner,Vegetarian,150
4429,Potato Latkes Recipe,Indian,Snack,Vegetarian,30
4430,Mint and Pomegranate Raita (Mint and Pomegranate Raita Recipe),Indian,Side Dish,Vegetarian,20
4431,Chettinad Vegetable Biryani Recipe,Chettinad,Lunch,Vegetarian,70
4434,Asian Style Rice Noodle Salad Recipe With Vegetables Recipe,Asian,Dinner,Vegetarian,150
4435,Banarasi Chuda Pea / Chuda Pea Recipe,North Indian Recipes,North Indian Breakfast,Non Vegeterian,43
4436,Kashmiri Saag Recipe - Kashmiri Style Spinach / Palak,Kashmiri,Side Dish,Vegetarian,20
4437,Kolhapuri Palak Egg Curry Recipe,North Indian Recipes,Lunch,Eggetarian,80
4439, Goan Style Mushrooms (Recipe In Hindi),Goan Recipes,Lunch,Vegetarian,70
4442,Keema Bhindi Masala Recipe - Okra & Minced Meat Curry,North Indian Recipes,Dinner,High Protein Non Vegetarian,202
4443,Mushroom Empanadas Recipe,Fusion,Appetizer,Vegetarian,50
4445,Uttarkhand Style Mixed Bhaddu Dal Recipe,North Indian Recipes,Lunch,High Protein Vegetarian,77
4446,Cape Gooseberry Salad Recipe,Continental,Dinner,Vegetarian,150
4448,Crisp Baked Tandoori Mayo Cheddar Chicken Recipe,North Indian Recipes,Dinner,Non Vegeterian,187
4451,Amarod Curry Recipe (Parsi Steel Dry Guava Curry Recipe),Parsi Recipes,Lunch,Vegetarian,70
4453,Ratalu Pakora Recipe - Purple Yam Pakora/Fritters,Gujarati Recipes?,Snack,Vegetarian,30
4454,Mango Salsa Recipe - Fresh Mango Salsa Recipe,Mexican,Snack,Vegetarian,30
4455,Shahi Tindora Recipe - Tindora In Cashew Nut Gravy,North Indian Recipes,Lunch,Vegetarian,70
4459,Cinnamon Sugar Focaccia Bread Recipe,Italian Recipes,Snack,Vegetarian,30
4462,Spinach And Corn Au Gratin Recipe With Cheesy Dip,French,One Pot Dish,Vegetarian,55
4463,Egg Rolls With Moringa Leaves Recipe-Eggs with Drumstick Leaves,Indian,Side Dish,Eggetarian,23
4464,Brown Rice Flakes Pudding / Desi Poha Kheer Recipe,Indian,Dessert,Vegetarian,50
4466,Cardamom Macaroons Recipe,French,Snack,Vegetarian,30
4469,Chilli Cheese Mushroom Momo Recipe,Indo Chinese,Appetizer,Vegetarian,50
4470,Goan Style Bimblanche Sasav Recipe,Goan Recipes,Side Dish,Vegetarian,20
4472,Chickoo - Sapota Puree Recipe For Babies And Toddlers,Continental,Snack,Vegetarian,30
4474,Chettinad Eral Thokku Recipe - Prawn Masala,Chettinad,Lunch,Non Vegeterian,87
4480,Kadai Chole Recipe- Dry Chickpeas Masala with Capsicum,North Indian Recipes,Lunch,Vegetarian,70
4481,Besan Capsicum Ki Sabzi (Recipe In Hindi),Rajasthani,Lunch,Vegetarian,70
4482,Cauliflower & Potato Stir Fry with Nigella Seeds (Recipe in Hindi),North Indian Recipes,Lunch,Vegetarian,70
4483,Minced Meat & Corn Stuffed Bell Peppers Recipe,Continental,Appetizer,High Protein Non Vegetarian,67
4484,Greek Style Vegan Moussaka Recipe,Greek,Main Course,Vegan,115
4486,Delicious Italian Chicken Cacciatore Recipe with Mushrooms & Olives - (Poultry & Vegetable Hunter's Stew),Italian Recipes,Dinner,High Protein Non Vegetarian,202
4487,Vegetable Manchow Soup Recipe,Indo Chinese,Dinner,Vegetarian,150
4488,Himachali Style Pahari Aloo Palda Recipe - Potatoes In Yogurt Gravy,Himachal,Lunch,Vegetarian,70
4489,Chocolate Marble Cake Recipe Using Preethi Electric Pressure Cooker,Continental,Dessert,Eggetarian,57
4491,Nungu Payasam Recipe - Ice Apple/ Tender Palm Fruit Payasam,South Indian Recipes,Dessert,Vegetarian,50
4492,Mangalorean Style Cheenikayi Kadubu Recipe (Pumpkin sweet idli Recipe),Mangalorean,South Indian Breakfast,Diabetic Friendly,46
4493,Aval Upma Recipe - South Indian Style Poha,South Indian Recipes,South Indian Breakfast,Vegetarian,40
4494,Baked Gobi Manchurian Recipe - Baked Gobi Manchurian Recipe,Indo Chinese,Appetizer,Vegetarian,50
4495,Shahjahani Khichdi Recipe - Spiked Green Moong Dal Khichdi,Mughlai,Lunch,High Protein Vegetarian,77
4496,Aloo Bhindi Recipe Flavored With Mustard And Poppy Seeds,Bengali Recipes,Lunch,Vegetarian,70
4498,Iranian Tea Recipe,Middle Eastern,Appetizer,Vegetarian,50
4499,Drumstick Leaves Ragi Roti Recipe - Moringa Millet Flat Bread,Karnataka,South Indian Breakfast,Diabetic Friendly,46
4500,Hariyali Matar Recipe,North Indian Recipes,Side Dish,High Protein Vegetarian,22
4501,Peas Pulao Recipe - Peas Pulao Recipe,Indian,Main Course,Vegetarian,100
4502,Rasawala Dhokla Recipe,Gujarati Recipes?,North Indian Breakfast,Vegetarian,35
4503,Oats Methi Muthia Recipe-Healthy Diabetic Friendly Muthia,Gujarati Recipes?,Snack,Diabetic Friendly,34
4504, Gobi Biryani (Recipe In Hindi),North Indian Recipes,Lunch,Vegetarian,70
4505,Keerai Vadai Recipe Made With Figaro Pure Olive Oil,South Indian Recipes,Snack,Vegetarian,30
4506,Chicken Chops Recipe,Indian,Appetizer,Non Vegeterian,62
4507, Amla Thogayal Recipe,South Indian Recipes,Side Dish,Vegetarian,20
4508,Caramelized Banana French Toast Recipe,French,World Breakfast,Eggetarian,46
4513,Spicy Hot Chocolate Recipe - Perfect Drink For A Rainy Day or Winters,Continental,Snack,Vegetarian,30
4514,Crunchy corn and capsicum chaat recipe - Corn and Bell Peppers Chaat,Indian,Snack,Vegetarian,30
4515,Aam Peda Recipe - Delicious Mango Peda Recipe,Indian,Dessert,Vegetarian,50
4516,Tamil Nadu Style Milagu Thattai Recipe (Peppered Dal-Rice Fritters),Tamil Nadu,Snack,Vegetarian,30
4518,Vanilla Panna Cotta Recipe with Cocoa & Mint,Continental,Dessert,Non Vegeterian,62
4519,Doi Shorshe Chingri - Prawn Mustard Curry Recipe,Bengali Recipes,Lunch,Non Vegeterian,87
4521,Paneer and Green Peas Paratha Recipe,North Indian Recipes,North Indian Breakfast,High Protein Vegetarian,38
4523,Radish and Wadi vegetable recipe,Punjabi,Lunch,Vegetarian,70
4528,Moong Dal Dosa Recipe,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,46
4530,Bengali Style Chicken Rezala Recipe - Chicken Korma Recipe,Bengali Recipes,Lunch,Non Vegeterian,87
4531,Afghani Dhoog Recipe - Cucumber Mint Buttermilk/ Chaas,Afghan,Snack,Vegetarian,30
4534,Bhoplya Cha Bharit Recipe – Maharashtrian Pumpkin Sabzi,Maharashtrian Recipes,Main Course,Vegetarian,100
4537,Mixed Vegetable Pulao Recipe,Indian,Dinner,Vegetarian,150
4538,Raw Banana Thoran Recipe - Raw Banana Thoran (Recipe In Hindi),Kerala Recipes,Lunch,Vegetarian,70
4540,Bow Tie Pasta With Baby Spinach Recipe,Italian Recipes,Lunch,Vegetarian,70
4541,Bread Toast Recipe,Continental,World Breakfast,Vegetarian,40
4543,Cheesy Stuffed Schezwan Pav Recipe,Indo Chinese,Snack,Vegetarian,30
4544,Mushroom Baby Corn Kaalimirri Recipe - Pepper Cashew Gravy,Indian,Main Course,Vegetarian,100
4546,Fluffy & Crispy Cheese Herbed Biscuits Recipe,Continental,Snack,Vegetarian,30
4547,Bhopli Mirchi Chi Peeth Perun Bhaji Recipe,Maharashtrian Recipes,Side Dish,High Protein Vegetarian,22
4549,No Onion No Garlic Cabbage Kofta Curry Recipe,Indian,Dinner,Vegetarian,150
4552,Karuveppilai Kuzhambu Recipe (Tangy & Spicy Curry Leaves Curry),South Indian Recipes,Lunch,Vegetarian,70
4553,No Bake Marie Biscuit Energy Bites Recipe,Continental,Snack,Vegetarian,30
4554,Goan Style Mushroom Vindaloo Recipe,Goan Recipes,Dinner,Vegetarian,150
4555,Eggless Coffee Caramel Cake With Walnuts Recipe,Continental,Snack,Vegetarian,30
4557,Saunf Wale Aloo Baingan Recipe - Fennel Spiced Potato And Eggplant,Indian,Lunch,Vegetarian,70
4558,Oatmeal Cherry Cookies Recipe,Continental,Snack,Vegetarian,30
4560,Oatmeal Banana Mini Muffins Recipe,Continental,Dessert,Eggetarian,57
4562,Chocolate Lover's Cheesecake Recipe,Continental,Dessert,Vegetarian,50
4563,Motiya Chilman Pulao Recipe - Motiya Chilman Pulao Recipe,Awadhi,Lunch,Vegetarian,70
4565,Potato Vegetable Recipe - Lu Tomato Key Vegetable,Gujarati Recipes?,Lunch,Vegetarian,70
4566,Red Wine Sauce Over Baked Sole Fish Recipe,Continental,Dinner,High Protein Non Vegetarian,202
4567,Lemongrass Flavored Tofu Fried Rice Recipe,Asian,Lunch,Vegetarian,70
4568,Bhel Puri With Raw Mango Recipe,North Indian Recipes,Snack,Vegetarian,30
4570,Broccoli Pakora Masala Recipe - Broccoli In Spicy Yogurt Gravy,North Indian Recipes,Lunch,Vegetarian,70
4578,Long Brinjal Poriyal Masala Recipe - Green Baingan Sabzi,South Indian Recipes,Lunch,Vegetarian,70
4581, Cauliflower & Cucumber Raita (Recipe In Hindi),Indian,Side Dish,Vegetarian,20
